Sentence,JSON
"Exel Composites ' long-term growth prospects remain favourable , however .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
fi is developing cooperation in keyword advertising with Microsoft .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Nordea sees a return to positive growth for the Baltic countries in 2011 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Operating profit improved by 16.7 % to EUR 7.7 mn .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Previously , the company anticipated its operating profit to improve over the same period .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Productional situation has now improved .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Sales VAT inclusive expanded by 19 percent , to 351 million euros .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Strong growth has continued also in China .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
The aim is to achieve EUR 2.5 mn yearly savings .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
The EPS improved to EUR0 .38 from EUR0 .27 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Uponor improved its performance in spite of the decrease in residential construction in the US .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
The inventor was issued U.S. Patent No. .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
Juha-Pekka Weckstr+Âm has been appointed President of telecom group TeliaSonera Finland to succeed Esa Rautalinko .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"According to the original merger plan , Scanfil would get a 79 % stake in the combined business .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
All are welcome .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-á323-á6201 USA .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning -« Magazine 's 2011 Teachers ' Choice Award for the Classroom .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
Halonen 's office acknowledged receiving the letter but declined comment .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"It is necessary to strengthen the company 's operations , however .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
Le Lay succeeds Walter G++nter and will be based in Finland .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Nokia will continue to invest in future development of Qt , and Digia will be responsible for commercial licensing and services business .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
Other potential clients include public administration organizations investing in utility networks and services .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Our solutions are fully Arabized , and our message is that we want to become the IT partner of choice for businesses in the Near-East region .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
Satama and Trainers ' House will remain as names and independent brands of the business areas .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
The company admits that 36 months is a relatively short time when operating in Russia .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"The device can also be used for theft protection and positioning of vehicles , boats and other assets .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be announced later .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
The first phase will be completed by the end of 2012 .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"The guidance has been set at 90 basis points over mid-swaps , the report said .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
The invention carries International Patent Publication No. .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
The issuer is solely responsible for the content of this announcement .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
The issuer is solely responsible for the content of this announcement .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"The market making in accordance with the agreement will begin on September 24 , 2009 .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
The original patent was filed in Finland under application No. .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 Componenta Corporation shares including also the proportion to be paid in cash .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
The right margin will be viewed separately in detail with every customer .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"The value of the deal exceeds EUR500 ,000 , the company said .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
Travel expenses would be reimbursed in accordance with the travel policy of the company .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
Welcome !,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"You need to be ready when the window opens up , Rosberg said .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
`` Directors and shareholders alike should ask why these practices were allowed to continue . '',"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
`` It allows the young child to move forward with his life . '',"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
`` The issues identified by Stonesoft affect a range of content inspection technology .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
`` They want my credit card info and my personal details .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"`` We will now , after the relevant authority approvals , make a mandatory bid as required by the Finnish Securities Markets Act .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
A quick `` one-stop-shop '' to understand the company .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
About Dopplr Dopplr is a service for smart travellers .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"According to Finnair Technical Services , the measure is above all due to the employment situation .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
Aldata to Share Space Optimization Vision at Apollo User Group and 2009 Category Management Association Conferences ; Company Will Unveil New Solution that Combines Business Intelligence with Space Planning Data at Conferences,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Also , a seven-year historic analysis is provided for these markets .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Also , a six-year historic analysis is provided for these markets .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"Also , a six-year historic analysis is provided for this market .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
Also the traditional grapevine carries a lot of weight .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 0.8}"
Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 0.8}"
