Sentence,JSON
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
Customers in a wide range of industries use our stainless steel and services worldwide .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
Exel wants to serve its industrial customers with individual products .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
From Merisatama to the far corners of the world Asfaltti Osakeyhti+Â Lemmink+ñinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"In Penttil+ñ 's vision , the most important reason for the transaction is Russia .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
The fine print is here .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
M. and a Master of Business Administration MBA .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"SCOPI Chief Business Excellence Officer , Eng .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
The corrected chapter is in its entirety below .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
The deal was worth about EUR 1.2 mn .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
The event can also be viewed as a live webcast at www.cargotec.com .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
The investment will be worth approximately EUR 100mn .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
The number of customers is one of the most important parameters in determining the price of electricity networks .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
The order was valued at over EUR15m .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
The order was valued at USD12 .2 m.,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
The order was worth EUR 8mn .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The record date for dividend distribution is March 14 , 2008 .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
The solid fuel is heated before sludge is mixed therein . '',"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The total donation amount is EUR 1,115,000 .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The total investment necessary will be EUR40m , the company estimated .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
The total project duration is three years and it is valued at some EUR11 .5 m.,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"They are responsible for their own operations , customer relationships , and the development of these .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
This organization will assume the responsibility for operations in Russia .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"To see more of New Haven Register , or to subscribe to the newspaper .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .","{""reasoning"": ""The sentiment is negative based on the financial context of the sentence."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .","{""reasoning"": ""The sentiment is negative based on the financial context of the sentence."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .","{""reasoning"": ""The sentiment is negative based on the financial context of the sentence."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .","{""reasoning"": ""The sentiment is negative based on the financial context of the sentence."", ""sentiment"": -1.0, ""confidence"": 1.0}"
Sales of mid-strength beer decreased by 40 % .,"{""reasoning"": ""The sentiment is negative based on the financial context of the sentence."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
"Mika Stahlberg , VP F-Secure Labs , said , `` We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
The policy was also aimed at making the companies more profitable and competitive .,"{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .","{""reasoning"": ""The sentiment is positive based on the financial context of the sentence."", ""sentiment"": 1.0, ""confidence"": 1.0}"
"The company has the poser , who wants to impress people with the latest handset .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"France T+®l+®com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Supported Nokia phones include : N96 , N95-8GB , N95 , N93-N931 , N92 , N85 , N82 , N81 , N80 , N79 , N78 , N77 , N76 , N75 , N73 , N72 , N71 , E90 , E71 , E70 , E66 , E65 , E62 , E61-E61i , E60 , E51 , E50 , Touch Xpress 5800 , 6220 Classic , 6210 Navigator , 6120 Classic , 6110 Navigator , 5700 , 5500 , 5320XM .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .,"{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .","{""reasoning"": ""The sentiment is neutral based on the financial context of the sentence."", ""sentiment"": 0.0, ""confidence"": 1.0}"
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .","{""reasoning"": ""The sentiment is negative based on the financial context of the sentence."", ""sentiment"": -1.0, ""confidence"": 1.0}"
"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .","{""reasoning"": ""The sentiment is negative based on the financial context of the sentence."", ""sentiment"": -1.0, ""confidence"": 1.0}"
